CASE_STATUS	EMPLOYER_NAME
CERTIFIED	"NITRO CIRCUS LIVE USA, INC."
CERTIFIED	MAGIACX SOLUTIONS PTY LLC
DENIED	TAHLENT INC
CERTIFIED	CREATA (USA) INC.
DENIED	TSAR USA LLC
CERTIFIED	INCOGNITUS LLC
CERTIFIED	TAHLENT INC
CERTIFIED	TSAR USA LLC
CERTIFIED	BRYDGE TECHNOLOGIES INC.
CERTIFIED	"LIFES2GOOD, INC."
DENIED	"AMERICAN PATRIOT OIL AND GAS, INC"
CERTIFIED	"ASP, INC."
CERTIFIED	BLUE STONE LANE HOLDINGS LLC
CERTIFIED	"KBR, INC."
CERTIFIED	"AMERICAN PATRIOT OIL AND GAS, INC"
CERTIFIED	"THE MARSHALL RETAIL GROUP, LLC"
CERTIFIED	"MAS ENERGY, LLC"
CERTIFIED	"FREIGHTPLUS (USA), INC."
CERTIFIED	OKAPI EDUCATIONAL PUBLISHING INC.
CERTIFIED	"MYZONE, INC."
CERTIFIED	"SELECT BUSINESS SOLUTIONS, INC"
CERTIFIED	"DRAPAC INVESTMENTS, LLC"
CERTIFIED	CLOUD COACH INC
CERTIFIED	KERR CORPORATION
CERTIFIED	MARKETCULTURE STRATEGIES INC
CERTIFIED	"ROCKLAND INDUSTRIES, INC."
DENIED	COVER-MORE INC.
CERTIFIED	"SAATCHI & SAATCHI NORTH AMERICA, INC."
CERTIFIED	"PROCO GLOBAL, INC."
CERTIFIED	SHOES OF PREY INC.
CERTIFIED	"TALENT INTELLIGENCE, INC."
CERTIFIED	PACIFIC RESOURCES FOR EDUCATION AND LEARNING
CERTIFIED	VIDIENSE TECHNOLOGY INC.
DENIED	LIVETILES LLC
CERTIFIED	PIXMOTO
CERTIFIED	LIVETILES LLC
CERTIFIED	"LORNA JANE USA, INC."
DENIED	"ARISTOCRAT TECHNOLOGIES, INC."
WITHDRAWN	KLONDEX MINES LTD
CERTIFIED	COVER-MORE INC.
CERTIFIED	NEUROLEADERSHIP INSTITUTE INC.
CERTIFIED	"ARISTOCRAT TECHNOLOGIES, INC."
CERTIFIED	"SUNERA TECHNOLOGIES, INC"
CERTIFIED	"ONEWORLD MANAGEMENT COMPANY, INC."
CERTIFIED	GLOBAL ENERGY OPTIONS INC
CERTIFIED	"UNIVERSAL ROCKS, LLC"
DENIED	DAYTON FINANCIAL LLC
CERTIFIED	BOART LONGYEAR COMPANY
CERTIFIED	"RAPIDBUILT, INC."
DENIED	ROCKETSPACE INC.
CERTIFIED	ROCKETSPACE INC.
CERTIFIED	NEXTGEN GAMING (USA) LLC
CERTIFIED	BARBARO GROUP USA INC.
CERTIFIED	"GLOBAL POVERTY PROJECT, INC"
CERTIFIED	SVB EQUITY CAPITAL LLC
CERTIFIED	THERMO FISHER SCIENTIFIC INC.
CERTIFIED	LFG AMERICA PTY LTD.
CERTIFIED	ZOOX INC.
CERTIFIED	THE WEISSCOMM GROUP LTD
CERTIFIED	SUSTAINABLE FISHERIES PARTNERSHIP FOUNDATION
CERTIFIED	DEQ SYSTEMS CORPORATION
CERTIFIED	"CLASSIC SLEEPCARE, LLC"
CERTIFIED	INSPECTORATE AMERICA CORPORATION
CERTIFIED	PANALITIX USA INC.
CERTIFIED	C S RMS LLC
CERTIFIED	"FREIGHTPLUS (USA), INC."
CERTIFIED	KWICKIE USA SERVICES INC
CERTIFIED	"SURFSTITCH USA, INC."
CERTIFIED	DYNAMIQ US LLC
CERTIFIED	PRINCE OF PEACE ENTERPRISES INC.
CERTIFIED	CPT GLOBAL INC
CERTIFIED	TRIPLE P AMERICA INC.
CERTIFIED	TRIPLE P AMERICA INC.
CERTIFIED	"PRATT INDUSTRIES, INC."
CERTIFIED	CQR INC
CERTIFIED	GHD INC.
CERTIFIED-WITHDRAWN	MACQUARIE AIRCRAFT LEASING SERVICES (US) INC.
CERTIFIED-WITHDRAWN	LEVI STRAUSS & CO.
CERTIFIED-WITHDRAWN	SUNTECHPROS INC.
WITHDRAWN	LIMITED SERVICE CORPORATION
CERTIFIED-WITHDRAWN	"WEATHERFORD INTERNATIONAL, INC."
CERTIFIED-WITHDRAWN	"WAL-MART ASSOCIATES, INC."
CERTIFIED-WITHDRAWN	SEARS HOLDINGS MANAGEMENT CORPORATION
CERTIFIED-WITHDRAWN	"ACTAVIS, INC."
WITHDRAWN	MASTERCARD INTERNATIONAL INCORPORATED
CERTIFIED-WITHDRAWN	BETA RENEWABLES USA INC.
CERTIFIED-WITHDRAWN	LANDOR LLC
CERTIFIED-WITHDRAWN	NATIONAL MARINE MANUFACTURERS ASSOCIATION
CERTIFIED-WITHDRAWN	"ACCRETIVE HEALTH, INC."
CERTIFIED-WITHDRAWN	NOAH CONSULTING LLC
CERTIFIED	SVT LLC
CERTIFIED-WITHDRAWN	E*TRADE FINANCIAL CORPORATION
CERTIFIED-WITHDRAWN	"RIO TINTO SERVICES, INC."
CERTIFIED-WITHDRAWN	BRIGHAM AND WOMEN'S HOSPITAL
CERTIFIED-WITHDRAWN	ALEXANDER MCQUEEN TRADING LTD.
WITHDRAWN	"LLOYD'S REGISTER ENERGY AMERICAS, INC."
CERTIFIED-WITHDRAWN	"BRAZIL GAS LOGISTICS, LLC"
CERTIFIED-WITHDRAWN	THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER
WITHDRAWN	"AECOM TECHNICAL SERVICES, INC."
CERTIFIED-WITHDRAWN	UNIVERSITY OF ILLINOIS
CERTIFIED-WITHDRAWN	"CHEN MED, LLC"
CERTIFIED-WITHDRAWN	"MERLIN PETROLEUM COMPANY, INC."
CERTIFIED-WITHDRAWN	"WORLD MONUMENTS FUND, INC."
CERTIFIED-WITHDRAWN	YOUNOW INC.
CERTIFIED-WITHDRAWN	"UBER TECHNOLOGIES, INC."
CERTIFIED-WITHDRAWN	USA MARBLE AND GRANITE
CERTIFIED-WITHDRAWN	USA CABINET STORE LLC
CERTIFIED-WITHDRAWN	VISA U.S.A. INC.
CERTIFIED	PANDA EXPRESS INC.
CERTIFIED-WITHDRAWN	NEWMONT INTERNATIONAL SERVICES LIMITED
CERTIFIED-WITHDRAWN	"NEW IMAGE BUILDING SERVICES, INC."
CERTIFIED	MANSUR GAVRIEL LLC
CERTIFIED-WITHDRAWN	YUNEN INC.
WITHDRAWN	OGILVY PUBLIC RELATIONS WORLDWIDE INC. - FEINSTEIN KEAN HEALTHCARE
CERTIFIED-WITHDRAWN	"REFUGEES INTERNATIONAL, INC."
CERTIFIED-WITHDRAWN	"PROMONTORY GROWTH AND INNOVATIONS, LLC"
CERTIFIED-WITHDRAWN	YAHOO! INC.
CERTIFIED-WITHDRAWN	"AEES, INC."
CERTIFIED-WITHDRAWN	"MOTIVE ENERGY, INC."
CERTIFIED-WITHDRAWN	TRAIL BLAZERS INC.
CERTIFIED	"GIAVA COFFEE COMPANY, LLC"
CERTIFIED-WITHDRAWN	"L'AUBERGE NEWCO, LLC"
CERTIFIED	FLUKE CORPORATION
CERTIFIED	SOHO HOUSE  - CIPURA MIAMI LLC
CERTIFIED-WITHDRAWN	"XEROX STATE & LOCAL SOLUTIONS, INC."
CERTIFIED	"MAGELLAN AEROSPACE NEW YORK, INC."
CERTIFIED	"LOCCIONI USA, INC."
CERTIFIED	THE HERTZ CORPORATION
CERTIFIED-WITHDRAWN	"THEMESOFT, INC."
CERTIFIED	"T-MOBILE USA, INC."
WITHDRAWN	"SAMSUNG ELECTRONICS AMERICA, INC."
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	VIACOM INTERNATIONAL INC.
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	21ST CENTURY FOX AMERICA INC.
CERTIFIED	BUPA WORLDWIDE CORPORATION
CERTIFIED	SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC
CERTIFIED	AOL INC.
CERTIFIED	AGILIS ASSOCIATES LLC
CERTIFIED	"ECYCLEIT, LLC"
CERTIFIED	"THE GAP, INC."
CERTIFIED	UINTA BREWING COMPANY
CERTIFIED	"THOUGHTWORKS, INC."
CERTIFIED	HB INTERNATIONAL INC
CERTIFIED	THE PROCARD GROUP LIMITED LIABILITY COMPANY
CERTIFIED	NATIONAL INSTITUTE FOR NEWMAN STUDIES
CERTIFIED	AMAZON.COM.INDC LLC
CERTIFIED	"SAMSUNG ELECTRONICS AMERICA, INC."
CERTIFIED	BETH ISRAEL MEDICAL CENTER
CERTIFIED	BLACK SPEAR GROUP INC.
CERTIFIED	SYSCO CORPORATION
CERTIFIED	CRANE CO.
CERTIFIED	"MODERN INSTITUTE OF SURGERY, INC."
CERTIFIED	NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL
CERTIFIED	NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL
CERTIFIED	AGILIS ASSOCIATES LLC
CERTIFIED	"BEST MADE TOYS, LLC"
CERTIFIED	"TROON GOLF, LLC"
CERTIFIED	T.F. HUDGINS
CERTIFIED	TOTAL PRODUCE USA HOLDINGS INC
CERTIFIED	NYGALA INC
CERTIFIED	FIESTA MEXICANA INC.
CERTIFIED	SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC
CERTIFIED	BIKES AND LIFE LLC
CERTIFIED	MICROSOFT CORPORATION
CERTIFIED	"QUESTEL ORBIT, INC DBA DIGIPAT, INC"
CERTIFIED	NEOFECT USA INC.
CERTIFIED	"TRUSTED TRANSLATIONS, INC."
CERTIFIED	GEMOLOGICAL INSTITUTE OF AMERICA (GIA)
CERTIFIED	HACH
CERTIFIED	"ASCEND LEARNING, LLC"
CERTIFIED	"YUSUF, INC."
CERTIFIED	TRISTAR TERMINALS GUAM INC.
CERTIFIED	"WARGAMING AMERICA, INC."
CERTIFIED	MAYO CLINIC
CERTIFIED	LITCHFIELD ON THE GREEN INC
CERTIFIED	"CLUB QUARTERS MANAGEMENT CO., LLC"
CERTIFIED	INFOSYS BPO LTD
CERTIFIED	APPLE INC.
CERTIFIED	SYNCHRONY BANK
CERTIFIED	SAN DIEGO DIPLOMACY COUNCIL
CERTIFIED	"BRILLIO, LLC"
CERTIFIED	JPMORGAN CHASE & CO.
CERTIFIED	"JAMSAN HOTEL MANAGEMENT, INC."
CERTIFIED	"NATIONAL OILWELL VARCO, L.P."
CERTIFIED	"CRESCENT HOTELS & RESORTS, LLC"
CERTIFIED	"CARILION SERVICES, INC."
CERTIFIED	OLIVET UNIVERSITY
CERTIFIED	"T.F. HUDGINS, INCORPORATED"
CERTIFIED	G III LEATHER FASHIONS INC.
CERTIFIED-WITHDRAWN	"LAAZAL COMMUNICATIONS, INC."
CERTIFIED	"GLAZER'S, INC."
CERTIFIED	"MOTEL 2 STAY, LP"
CERTIFIED	PAREXEL INTERNATIONAL
CERTIFIED	"HEADSPACE, INC."
CERTIFIED	OPEN SOCIETY FOUNDATIONS
DENIED	HOWELL MUNITIONS AND TECHNOLOGY
CERTIFIED	A MEDIUM CORPORATION
WITHDRAWN	"NSIGHT, INC"
CERTIFIED	"PRAGER & CO., LLC"
CERTIFIED	"NSIGHT, INC"
CERTIFIED-WITHDRAWN	"SELECT PORTFOLIO SERVICING, INC."
CERTIFIED	ANALYTICS QUOTIENT INC
CERTIFIED	"LAZAAL COMMUNICATIONS, INC."
CERTIFIED	PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC
CERTIFIED	PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC
CERTIFIED	SCHLUMBERGER TECHNOLOGY CORPORATION
CERTIFIED	"NATIONAL ECOLOGICAL OBSERVATORY NETWORK, INC"
CERTIFIED	ALTUZARRA LLC
CERTIFIED-WITHDRAWN	AIMOTRAVEL INC
CERTIFIED	"SUTHERLAND GLOBAL SERVICES, INC."
CERTIFIED	ELWAY INDUSTRIES INC
CERTIFIED	"CVS PHARMACY, INC."
CERTIFIED	US SCIENCES PO FOUNDATION
CERTIFIED-WITHDRAWN	"T-MOBILE USA, INC."
CERTIFIED	SLASH SUPPORT INC.
CERTIFIED	"NATIONAL ECOLOGICAL OBSERVATORY NETWORK, INC"
CERTIFIED	PACIFIC NORTHERN INC.
CERTIFIED	APPLE INC.
CERTIFIED	APPLE INC.
CERTIFIED	APPLE INC.
WITHDRAWN	VIRGIN HOTELS NORTH AMERICA LLC
CERTIFIED	COMPASS GROUP USA INC.
CERTIFIED	GATEWAY HEALTH PLAN
CERTIFIED	"CARRIX, INC."
CERTIFIED	THE HERTZ CORPORATION
CERTIFIED	AKSIA LLC
CERTIFIED	"PERVACIO, INC."
CERTIFIED	GRECO USA INC.
CERTIFIED	"EQUITAS LIFE SCIENCES, LLC"
CERTIFIED	AMNEAL PHARMACEUTICALS OF NEW YORK LLC
CERTIFIED	OREGON INTERNATIONAL AIRFREIGHT CO.
CERTIFIED	FLEX FILMS (USA) INC.
CERTIFIED	"GREEN TECH, LLC"
CERTIFIED	"ECLINICALWORKS, LLC"
CERTIFIED	"ZEOMEGA, LLC"
CERTIFIED	"TYCO ELECTRONICS CORPORATION, A TE CONNECTIVITY LTD. COMPANY"
CERTIFIED	GARAN INC.
CERTIFIED	BEECH-NUT NUTRITION COMPANY
CERTIFIED	"CHARMING CHARLIE USA, INC."
CERTIFIED	"MICROBAC LABORATORIES, INC."
CERTIFIED	WORLD ECONOMIC FORUM USA INC.
CERTIFIED	"NATURE'S SUNSHINE PRODUCTS, INC."
CERTIFIED	VENTURE STAFFING NETWORK
CERTIFIED	"OTSUKA AMERICA PHARMACEUTICAL, INC."
CERTIFIED	FLEX FILMS (USA) INC.
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	"PEPSICO, INC."
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	"FAWER USA, INC."
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	ADOBE SYSTEMS INCORPORATED
DENIED	"JOHNSON-PACIFIC ENTERPRISES, INC."
CERTIFIED	DHARM LLC
CERTIFIED	"GRUBHUB HOLDINGS, INC."
CERTIFIED	"JOHNSON-PACIFIC ENTERPRISES, INC."
CERTIFIED	"FIVEPALLS, INC"
CERTIFIED	"ZEOMEGA, INC."
CERTIFIED	"INTERNATIONAL RESCUE COMMITTEE, INC."
CERTIFIED	"AMSPEC, LLC"
CERTIFIED	CAESARS ENTERPRISE SERVICES LLC
CERTIFIED-WITHDRAWN	THE PREDICTABLE SUCCESS LLC
CERTIFIED	"LIGHTS AND SOUNDS COLLECTIVE, INC."
CERTIFIED	"LIGHTS AND SOUNDS COLLECTIVE, INC."
CERTIFIED	"PHILLY SHIPYARD, INC."
CERTIFIED	"ALLSTATES LANDSCAPING, INC."
WITHDRAWN	"BORDERFREE, INC."
CERTIFIED	THE ROCKEFELLER FOUNDATION
CERTIFIED	BLUE RIDGE CAMP &AMP; RESORT INC.
CERTIFIED	"CERTARA USA, INC."
CERTIFIED	EVOLV INC.
DENIED	PLASTIC MOLDING TECHNOLOGY INC
CERTIFIED	GTL USA INC
CERTIFIED	THE PREDICTABLE SUCCESS LLC
CERTIFIED	CAMPBELL COUNTY MEMORIAL HOSPITAL
CERTIFIED-WITHDRAWN	STEPAN COMPANY
CERTIFIED-WITHDRAWN	WATERGATE HOTEL LESSEE LLC
CERTIFIED	PRINTRONIC CORPORATION
CERTIFIED	LITTLE WEST 12TH LLC
CERTIFIED	+421 FOUNDATION INC.
CERTIFIED	AQUA CRAFT INC
CERTIFIED	BIN INSURANCE HOLDINGS LLC
CERTIFIED	"BRIDGEWATER ASSOCIATES, LP"
CERTIFIED	"ILLUMINA, INC."
CERTIFIED	"GOLDEN TOO CO., INC."
CERTIFIED	"TARGET ENTERPRISE, INC."
CERTIFIED	SI COMMUNICATIONS INC.
CERTIFIED	"ZEOMEGA, INC."
CERTIFIED	PLASTIC MOLDING TECHNOLOGY INC
CERTIFIED	"ZEOMEGA, INC."
CERTIFIED	SALESFORCE.COM INC.
CERTIFIED	ALIGNED TELEHEALTH INC.
CERTIFIED	"FIVEPALLS, INC"
CERTIFIED	"WESTBON, INC."
CERTIFIED	"UBER TECHNOLOGIES, INC."
CERTIFIED	YUMA REGIONAL MEDICAL CENTER
CERTIFIED	"SSI SERVICES, INC"
CERTIFIED	UST GLOBAL INC
CERTIFIED	MELTING POT HOSPITALITY CORP
CERTIFIED	VENTUREWELL
CERTIFIED	"1 HOTEL SOUTH BEACH, INC."
CERTIFIED	"THE CLARO GROUP, LLC"
CERTIFIED	"ANSWERS IN GENESIS, INC."
CERTIFIED	EVIDATION HEALTH INC.
CERTIFIED	"JAMSAN HOTEL MANAGEMENT, INC."
WITHDRAWN	TRAVEL CHOICE INC
CERTIFIED	AXWAY INC.
CERTIFIED	AMGEN INC.
CERTIFIED	"WAL-MART ASSOCIATES, INC."
CERTIFIED	LEVI STRAUSS & CO.
CERTIFIED	"THE MASCHHOFFS, LLC"
DENIED	VALSFER INC.
WITHDRAWN	KNORR-BREMSE POWERTECH CORP. USA
CERTIFIED-WITHDRAWN	"GRASSLANDS CONSULTANTS, LLC"
CERTIFIED	EURO CAPITAL PROPERTIES LLC
CERTIFIED	"PLATINUM ENERGY SOLUTIONS, LLC"
CERTIFIED	"CHENG'S GARDEN, INC."
CERTIFIED	"KENNECOTT UTAH COPPER, LLC"
CERTIFIED	"CHENG'S SUPER BUFFET, INC."
CERTIFIED	TRAVEL CHOICE INC
CERTIFIED	"NEW RELIC, INC."
CERTIFIED-WITHDRAWN	AALIA HOSPITALITY CORP.
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	MEMORIAL RESOURCE DEVELOPMENT CORP
CERTIFIED	"LOOKOUT, INC."
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	"A.B. DATA, LTD"
CERTIFIED	APTTUS CORPORATION
CERTIFIED	BBS USA LLC
CERTIFIED	SHAH DISTRIBUTORS INC.
CERTIFIED	GRAND CANYON UNIVERSITY
CERTIFIED	"A.B. DATA, LTD"
CERTIFIED	"WAL-MART ASSOCIATES, INC."
CERTIFIED	"AVIATION DYNAMIX, LLC"
CERTIFIED-WITHDRAWN	DAVITA INC.
CERTIFIED	KRAFT HEINZ FOODS COMPANY
CERTIFIED	"NORTH AMERICAN BLUE TIGER COMPANY, LLC"
CERTIFIED	"NEUROPAINCARE, P.C."
CERTIFIED	"MARSH USA, INC."
CERTIFIED	SCREEN ACTORS GUILD-AMERICAN FEDERATION OF TELEVISION AND RADIO ARTIST
WITHDRAWN	THE HALAL GUYS FRANCHISE INC.
CERTIFIED	"ANSWERS IN GENESIS, INC."
CERTIFIED	"WAL-MART ASSOCIATES, INC."
CERTIFIED	VINOUS MEDIA LLC
CERTIFIED	"WAL-MART ASSOCIATES, INC."
CERTIFIED	PATRICIAS FLOORING INC
CERTIFIED	"NICE SYSTEMS, INC."
CERTIFIED	ANNA HU LLC
CERTIFIED	SUNSHINE TECHNOLOGIES INC
CERTIFIED	"GARTNER, INC."
CERTIFIED	WESTFIELD LLC
WITHDRAWN	TORM USA LLC
CERTIFIED	"SIRI GRANITE, INC."
CERTIFIED	"BIOM&ÉRIEUX, INC."
CERTIFIED	20 BMA 38 CORP
CERTIFIED	"PRESCIENT HEALTHCARE GROUP, INC."
CERTIFIED	DUAL PLANE LLC
CERTIFIED	"DAVITA, INC."
CERTIFIED	"TURF INDUSTRY, INC."
CERTIFIED	GOOD VALUE FOOD INC. DBA DABBAWALLA/BOMBAY BISTRO
CERTIFIED	"COMPREX, LLC"
CERTIFIED	BUILDING MARKETS LTD
CERTIFIED	JUDGE TECHNICAL SERVICES INC
CERTIFIED	"NORDSTROM, INC."
CERTIFIED	CHINA TV MEDIA GROUP USA
CERTIFIED	VALSFER INC.
CERTIFIED	"DURAN ACCOUNTING SOLUTIONS, LLC"
CERTIFIED	PANDA EXPRESS INC.
CERTIFIED	"TERRATHERM, INC"
CERTIFIED	"GIPHX10,LLC"
CERTIFIED	"PLATINUM ENERGY SOLUTIONS, LLC"
CERTIFIED	MULAN INTERNATIONAL LLC
CERTIFIED	VEGLAND FARM LLC
CERTIFIED	EASTWARD HO! COUNTRY CLUB
CERTIFIED	ROTATION DYNAMICS CORPORATION
CERTIFIED	"BRIDGEWATER ASSOCIATES, LP"
CERTIFIED	"STAGE AI, INC"
CERTIFIED	"NUOVE SALES, INC."
CERTIFIED	"DAVITA, INC."
CERTIFIED	RUKHI CORPORATION
CERTIFIED	"AUTO PARTNERS I, LLC"
CERTIFIED	"PHI, INC."
CERTIFIED	"WORLD JEWISH CONGRESS, LLC"
CERTIFIED	GLOBAL FUND FOR CHILDREN
DENIED	MAFE CORPORATION
CERTIFIED-WITHDRAWN	COMPASS GROUP USA INC.
CERTIFIED	STERKLY SERVICES LLC
CERTIFIED	"CPR&R, LLC"
CERTIFIED	"INFINITY ANCILLARY HEALTH GROUP, LLC"
DENIED	"WORLD JEWISH CONGRESS, LLC"
CERTIFIED	"NATIONWIDE TRANSPORTATION GROUP, INC"
DENIED	ENDO PHARMACEUTICALS INC.
CERTIFIED	"COMMUNITY SERVICES ASSOCIATES, INC"
CERTIFIED	RKRG CORP.
CERTIFIED	"FLEXPORT, INC."
CERTIFIED	EMH INC
CERTIFIED	"SPAIN-US CHAMBER OF COMMERCE, INC"
CERTIFIED	"EVERGREEN PEST CONTROL, LLC"
CERTIFIED	"GOLDEN TOO CO., INC."
CERTIFIED	"AI CONCEPTS, INC."
CERTIFIED	"HSBC BANK USA, N.A."
CERTIFIED	"SIMON PROPERTY GROUP ADMINISTRATIVE SERVICES PARTNERSHIP, L.P."
CERTIFIED	"STRONG ARM TECHNOLOGIES, INC."
CERTIFIED	INNOTHIUM LLC
CERTIFIED	"S&D COFFEE, INC."
CERTIFIED	"SCHNEIDER ELECTRIC USA, INC."
CERTIFIED	SHIPPAN RACQUET CLUB
CERTIFIED	"SNAPCHAT, INC."
CERTIFIED	"TURLOCK RV CENTER, INC."
DENIED	FOUR FIVE EIGHT LLC
CERTIFIED	PROXIMA DISPLAYS INC.
CERTIFIED	SMITHSONIAN INSTITUTION
CERTIFIED	"FISERV AUTOMOTIVE SOLUTIONS, INC."
CERTIFIED	"VISVA, INC."
CERTIFIED	"LCC INTERNATIONAL, INC."
CERTIFIED	MAFE CORPORATION
CERTIFIED	"INTERNATIONAL TRADEMARK ASSOCIATION, INC."
CERTIFIED	"AFFECTLAYER, INC."
CERTIFIED	GENERAL ELECTRIC COMPANY
CERTIFIED	"TESLA MOTORS, INC."
CERTIFIED	DENTONS US LLP
CERTIFIED	"WAL-MART ASSOCIATES, INC."
CERTIFIED	ALAMO DAYS TRADE INC
CERTIFIED	"HARRY WINSTON, INC."
CERTIFIED	"HICKEY & ASSOCIATES, LLC"
CERTIFIED	"CHRISTIAN DIOR, INC."
CERTIFIED	PRINTRONIC CORPORATION
CERTIFIED	"BLACKSMITH INSTITUTE, INC."
CERTIFIED	"OWENS CORNING SALES, LLC"
CERTIFIED	PACIFIC BREEZE MECHNICHANICAL
CERTIFIED	"US AGGREGATES, INC."
CERTIFIED	SIGMA CUBED INC.
CERTIFIED	"COOL CARRIERS SHIPPING USA, INC."
CERTIFIED	ZGOLF FOOD & BEVERAGE SERVICES LLC
CERTIFIED	DFOCUS AMERICA INC
CERTIFIED	SIMS GROUP USA HOLDINGS CORP.
CERTIFIED	AMAZON.COM.AZDC LLC
CERTIFIED	"NGPI AMERICAS, LLC"
CERTIFIED	SPC GLOBAL LLC
CERTIFIED	RBS SECURITIES INC.
CERTIFIED	NORTHWOOD HOSPITALITY LLC
CERTIFIED	"WETRAVEL, INC."
CERTIFIED	"TELETRAC, INC."
CERTIFIED	SANTA CATALINA ISLAND RESORT SERVICES
CERTIFIED	THINK VENTURE GROUP LLC
CERTIFIED	"PUMA ENERGY SERVICES (LATAM), LLC"
CERTIFIED	"WAL-MART ASSOCIATES, INC."
CERTIFIED	"BRICKLY.IO, INC."
CERTIFIED	"TUR PARTNERS, LLC"
CERTIFIED	"INTERNET BRANDS, INC."
CERTIFIED	"SHOWPAD, INC."
CERTIFIED	GAMEJAVA CREATIVE INC
CERTIFIED	B&G TECHNICAL CORPORATION
CERTIFIED	THE DONNA KARAN COMPANY LLC
CERTIFIED	ALDI INC.
CERTIFIED	"NS PHARMA, INC."
CERTIFIED	ALDI INC
CERTIFIED	"SYNERGY TRAINING CENTER, LLC"
CERTIFIED	ADOBE SYSTEMS INCORPORATED
CERTIFIED	VAN PARYS ARCHITECTURE AND DESIGN LLP
CERTIFIED	H RIVKIN & CO
CERTIFIED	SCAFFOLDING TODAY INC.
CERTIFIED	PERFORMANCE TEAM LLC
CERTIFIED	BEST ELECTRONICS USA LLC
WITHDRAWN	MOQUIN PRESS
WITHDRAWN	"MOSS & ASSOCIATES, LLC"
WITHDRAWN	HK CORPORATION
CERTIFIED	"MOSS & ASSOCIATES, LLC"
CERTIFIED	DKUMAR LLC
CERTIFIED	PERFORMANCE TEAM LLC
CERTIFIED	20 BMA 38 CORP
CERTIFIED	MICROSOFT CORPORATION
CERTIFIED	"KOBE TRADING, INC."
CERTIFIED	"DOMINO'S PIZZA, INC."
CERTIFIED	"CLARITY DIAGNOSTICS, LLC"
DENIED	1ST CHOICE GLASS
CERTIFIED	"DESAI, VASHEE, NAIK & DESAI HOSPITALITY, LLC"
CERTIFIED	"OTM DESIGNS & REMODELING, INC."
CERTIFIED-WITHDRAWN	MOTO TIRE INC.
CERTIFIED	APPLE INC.
DENIED	"GLOBALLOGIC,INC."
CERTIFIED	GRID MARKET RESEARCH INC.
CERTIFIED	"AMERIBLEND, INC."
CERTIFIED	OXEA CORPORATION
CERTIFIED	UNLIMITED DREAMS IN PITTSBURGH
CERTIFIED	BELGO MOBILE LLC
CERTIFIED	"PUMA ENERGY SERVICES (LATAM), LLC"
CERTIFIED	"CLARITY DIAGNOSTICS, LLC"
CERTIFIED	"DALEY & TANG PARTNERS, LLC"
CERTIFIED	"INFINITY ANCILLARY HEALTH GROUP, LLC"
CERTIFIED	CLARK'S EXCAVATING & GRADING LLC
CERTIFIED	DAVITA INC.
CERTIFIED	WOTHCHIT INC
CERTIFIED	APTTUS CORPORATION
DENIED	"ALL ABOUT KIDS PEDIATRIC DENTISTRY, LLC"
CERTIFIED	GOPA IT CONSULTANTS INC.
CERTIFIED	"GAZPROM MARKETING & TRADING USA, INC."
CERTIFIED	QIAO HOLDINGS LLC
CERTIFIED	NEWHOUSE HOLDINGS LLC
CERTIFIED	"BEICIP, INC."
CERTIFIED	"GULF PINE ENERGY, LP"
CERTIFIED	"EXELTIS USA, INC."
CERTIFIED	PERSPECTIVE CONSTRUCTION CORP.
CERTIFIED	"GLOBALLOGIC,INC."
DENIED	L.RAPHAEL GENEVE
CERTIFIED	"PARKWAY METAL PRODUCTS, INC."
CERTIFIED	SPORTIME CLUBS LLC
CERTIFIED	CHOOSE 2 RENT LLC
CERTIFIED	"SPRING NEWELL,INC."
CERTIFIED	"PENSKE BUSINESS MEDIA, LLC"
CERTIFIED	"C & Y GOOD PIE, LLC"
CERTIFIED	"ROBOTEX, INC."
CERTIFIED	INDUSTRIAL SPECIALISTS LLC
CERTIFIED	ALDI INC
